_id;Year;Month;Type;Departure station;Arrival station;Average travel time;Number of expected travels;Number of cancelled trains;Number of late trains at departure;Average delay at departure of all trains;Number of late trains at arrival;Average delay at arrival of all trains;Comment on delay at arrival;Number of late trains > 15min;Average delay of late trains > 15min;Number of late trains > 30min;Number of late trains > 60min;Percentage of late trains due to external causes;Percentage of late trains due to infrastructure;Percentage of late trains due to traffic management;Percentage of late trains due to rolling stock;Percentage of late trains due to station management and reuse of material;Percentage of late trains due to passenger traffic
2020_10_TOULOUSE_MATABIAU_PARIS_MONTPARNASSE;2020;10;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;276;152;4;57;5.583220721;16;6.15213964;;18;54.15;11;7;43.75;18.75;25.0;12.5;0.0;0.0
2020_10_PARIS_EST_STRASBOURG;2020;10;National;PARIS EST;STRASBOURG;132;288;6;231;3.674822695;25;4.955791962;;18;53.25462963;9;7;56.0;20.0;8.0;16.0;0.0;0.0
2020_10_ARRAS_PARIS_NORD;2020;10;National;ARRAS;PARIS NORD;53;200;4;164;3.388180272;63;4.350935374;;15;28.15444444;3;1;5.0;35.0;33.33333333;3.333333333;18.33333333;5.0
2020_10_DOUAI_PARIS_NORD;2020;10;National;DOUAI;PARIS NORD;75;104;2;84;2.427777778;33;3.59248366;;6;20.52222222;0;0;3.125;18.75;43.75;6.25;21.875;6.25
2020_10_DUNKERQUE_PARIS_NORD;2020;10;National;DUNKERQUE;PARIS NORD;132;111;1;8;0.554545455;17;5.224393939;;11;24.48484848;2;0;11.76470588;41.17647059;23.52941176;0.0;17.64705882;5.882352941
2020_10_LILLE_LYON_PART_DIEU;2020;10;National;LILLE;LYON PART DIEU;184;192;4;124;3.206205674;19;4.601950355;;14;37.23095238;7;2;52.63157895;5.263157895;21.05263158;10.52631579;10.52631579;0.0
2020_10_AVIGNON_TGV_PARIS_LYON;2020;10;National;AVIGNON TGV;PARIS LYON;168;310;5;266;7.236174863;56;7.401584699;;45;43.90222222;28;9;39.28571429;21.42857143;16.07142857;19.64285714;3.571428571;0.0
2020_10_BESANCON_FRANCHE_COMTE_TGV_PARIS_LYON;2020;10;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;132;114;1;50;0.537610619;5;1.936135693;;4;26.64166667;1;0;20.0;20.0;40.0;20.0;0.0;0.0
2020_10_PARIS_LYON_DIJON_VILLE;2020;10;National;PARIS LYON;DIJON VILLE;98;237;2;111;0.849716312;29;4.853900709;;15;33.28333333;6;2;17.24137931;37.93103448;27.5862069;13.79310345;3.448275862;0.0
2020_10_PARIS_LYON_LYON_PART_DIEU;2020;10;National;PARIS LYON;LYON PART DIEU;120;363;2;186;1.948060942;23;3.112973223;;19;53.60648148;10;4;39.13043478;21.73913043;4.347826087;21.73913043;13.04347826;0.0
2020_10_MULHOUSE_VILLE_PARIS_LYON;2020;10;National;MULHOUSE VILLE;PARIS LYON;170;179;1;137;2.186329588;28;4.679307116;;19;25.86315789;4;0;14.28571429;17.85714286;46.42857143;10.71428571;10.71428571;0.0
2020_10_PARIS_LYON_NICE_VILLE;2020;10;National;PARIS LYON;NICE VILLE;356;163;8;66;2.170860215;26;8.507526882;;26;44.18782051;20;5;42.30769231;30.76923077;7.692307692;19.23076923;0.0;0.0
2020_10_PARIS_LYON_GENEVE;2020;10;International;PARIS LYON;GENEVE;187;87;1;37;0.362209302;22;10.78604651;;21;34.06746032;9;2;27.77777778;55.55555556;11.11111111;5.555555556;0.0;0.0
2020_10_LAUSANNE_PARIS_LYON;2020;10;International;LAUSANNE;PARIS LYON;226;91;5;85;3.439341085;10;7.263178295;;9;50.01851852;4;3;22.22222222;55.55555556;11.11111111;0.0;0.0;11.11111111
2020_10_MADRID_MARSEILLE_ST_CHARLES;2020;10;International;MADRID;MARSEILLE ST CHARLES;0;0;0;0;0.0;0;0.0;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_10_PARIS_LYON_BARCELONA;2020;10;International;PARIS LYON;BARCELONA;317;21;0;7;0.254761905;2;16.48174603;;2;164.3916667;2;2;100.0;0.0;0.0;0.0;0.0;0.0
2020_10_PARIS_MONTPARNASSE_ANGERS_SAINT_LAUD;2020;10;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;93;259;5;136;3.171850394;61;6.934120735;;34;38.34901961;16;4;27.11864407;15.25423729;28.81355932;25.42372881;3.389830508;0.0
2020_10_ANGOULEME_PARIS_MONTPARNASSE;2020;10;National;ANGOULEME;PARIS MONTPARNASSE;128;203;1;171;4.058580858;27;3.763448845;;18;31.06203704;5;1;40.74074074;40.74074074;11.11111111;7.407407407;0.0;0.0
2020_10_BREST_PARIS_MONTPARNASSE;2020;10;National;BREST;PARIS MONTPARNASSE;231;191;3;88;1.261170213;22;5.735638298;;22;32.16818182;6;3;33.33333333;33.33333333;19.04761905;14.28571429;0.0;0.0
2020_10_PARIS_MONTPARNASSE_POITIERS;2020;10;National;PARIS MONTPARNASSE;POITIERS;100;297;2;158;2.142146893;47;4.838757062;;26;36.50320513;11;3;21.73913043;10.86956522;26.08695652;30.43478261;8.695652174;2.173913043
2020_10_STRASBOURG_NANTES;2020;10;National;STRASBOURG;NANTES;324;30;1;16;2.767816092;6;5.859770115;;6;30.225;2;0;33.33333333;16.66666667;16.66666667;16.66666667;16.66666667;0.0
2020_10_NANTES_STRASBOURG;2020;10;National;NANTES;STRASBOURG;309;40;1;23;1.304273504;3;2.947863248;;3;17.29444444;0;0;33.33333333;0.0;33.33333333;33.33333333;0.0;0.0
2020_10_MARSEILLE_ST_CHARLES_LILLE;2020;10;National;MARSEILLE ST CHARLES;LILLE;287;153;5;75;2.255743243;22;7.955518018;;22;40.18409091;13;3;36.36363636;13.63636364;13.63636364;36.36363636;0.0;0.0
2020_10_LILLE_MARSEILLE_ST_CHARLES;2020;10;National;LILLE;MARSEILLE ST CHARLES;299;149;3;75;2.365296804;21;7.976255708;;21;42.04285714;11;3;61.9047619;9.523809524;19.04761905;9.523809524;0.0;0.0
2020_10_MARSEILLE_ST_CHARLES_MARNE_LA_VALLEE;2020;10;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;213;195;6;90;3.617548501;35;9.0670194;;35;39.21285714;17;3;34.28571429;17.14285714;14.28571429;31.42857143;2.857142857;0.0
2020_10_PARIS_LYON_ANNECY;2020;10;National;PARIS LYON;ANNECY;222;114;0;63;0.952777778;9;5.254385965;;9;33.33333333;4;0;22.22222222;11.11111111;11.11111111;33.33333333;22.22222222;0.0
2020_10_ANNECY_PARIS_LYON;2020;10;National;ANNECY;PARIS LYON;228;112;0;11;0.152232143;13;6.463392857;;13;33.80897436;4;2;23.07692308;30.76923077;38.46153846;7.692307692;0.0;0.0
2020_10_PARIS_LYON_BELLEGARDE_(AIN);2020;10;National;PARIS LYON;BELLEGARDE (AIN);164;81;1;38;0.4825;23;9.940416667;;17;34.68529412;8;1;25.0;60.0;10.0;5.0;0.0;0.0
2020_10_CHAMBERY_CHALLES_LES_EAUX_PARIS_LYON;2020;10;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;185;116;2;90;7.346052632;26;8.940643275;;21;36.73492063;9;4;23.07692308;30.76923077;34.61538462;11.53846154;0.0;0.0
2020_10_DIJON_VILLE_PARIS_LYON;2020;10;National;DIJON VILLE;PARIS LYON;100;250;5;200;3.496666667;25;3.605782313;;18;32.60092593;6;1;20.0;40.0;28.0;8.0;0.0;4.0
2020_10_PARIS_LYON_MACON_LOCHE;2020;10;National;PARIS LYON;MACON LOCHE;96;126;1;73;1.3108;10;2.502266667;;7;24.68333333;1;0;30.0;10.0;10.0;50.0;0.0;0.0
2020_10_MARSEILLE_ST_CHARLES_PARIS_LYON;2020;10;National;MARSEILLE ST CHARLES;PARIS LYON;199;411;7;178;3.492120462;61;6.918069307;;61;39.01857923;37;11;45.90163934;18.03278689;9.836065574;21.31147541;1.639344262;3.278688525
2020_10_PARIS_LYON_MULHOUSE_VILLE;2020;10;National;PARIS LYON;MULHOUSE VILLE;172;157;0;89;1.482696391;15;4.407961783;;10;35.45;7;0;26.66666667;20.0;6.666666667;40.0;6.666666667;0.0
2020_10_LYON_PART_DIEU_MARSEILLE_ST_CHARLES;2020;10;National;LYON PART DIEU;MARSEILLE ST CHARLES;110;306;10;225;4.647747748;55;7.394031532;;43;37.57906977;20;5;32.72727273;21.81818182;20.0;20.0;3.636363636;1.818181818
2020_10_PARIS_EST_FRANCFORT;2020;10;International;PARIS EST;FRANCFORT;224;97;1;55;1.682118056;15;8.917013889;;13;38.11410256;6;2;13.33333333;20.0;40.0;20.0;6.666666667;0.0
2020_10_STUTTGART_PARIS_EST;2020;10;International;STUTTGART;PARIS EST;167;64;1;55;5.101058201;8;4.852116402;;6;44.8;3;2;37.5;12.5;12.5;37.5;0.0;0.0
2020_10_PARIS_LYON_ITALIE;2020;10;International;PARIS LYON;ITALIE;409;60;2;32;0.541666667;8;6.56954023;;8;31.8125;2;1;37.5;25.0;12.5;25.0;0.0;0.0
2020_10_PARIS_LYON_ZURICH;2020;10;International;PARIS LYON;ZURICH;217;76;0;39;1.374122807;21;9.771052632;;14;34.36309524;9;0;15.0;45.0;10.0;20.0;10.0;0.0
2020_10_ANGERS_SAINT_LAUD_PARIS_MONTPARNASSE;2020;10;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;97;299;9;262;5.521609195;58;5.718505747;;30;44.64777778;13;8;51.78571429;16.07142857;17.85714286;10.71428571;3.571428571;0.0
2020_10_PARIS_MONTPARNASSE_BORDEAUX_ST_JEAN;2020;10;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;157;479;10;269;3.293710021;69;6.079886283;;52;41.57156863;26;12;33.33333333;17.39130435;15.94202899;21.73913043;10.14492754;1.449275362
2020_10_PARIS_MONTPARNASSE_LA_ROCHELLE_VILLE;2020;10;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;176;147;1;77;1.6793379;21;3.955479452;;10;24.15;1;0;33.33333333;9.523809524;28.57142857;19.04761905;4.761904762;4.761904762
2020_10_PARIS_MONTPARNASSE_NANTES;2020;10;National;PARIS MONTPARNASSE;NANTES;132;300;5;153;2.711073446;59;6.779096045;;47;38.23297872;19;7;29.31034483;18.96551724;24.13793103;22.4137931;5.172413793;0.0
2020_10_ST_MALO_PARIS_MONTPARNASSE;2020;10;National;ST MALO;PARIS MONTPARNASSE;160;62;1;33;2.522677596;19;10.63825137;;11;42.68030303;5;1;36.84210526;26.31578947;10.52631579;15.78947368;5.263157895;5.263157895
2020_10_PARIS_MONTPARNASSE_TOULOUSE_MATABIAU;2020;10;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;270;118;3;61;3.615072464;23;12.28;;23;58.35;13;8;43.47826087;21.73913043;17.39130435;8.695652174;8.695652174;0.0
2020_10_PARIS_MONTPARNASSE_TOURS;2020;10;National;PARIS MONTPARNASSE;TOURS;77;108;3;54;0.99968254;15;3.753492063;;9;33.96111111;4;1;6.666666667;0.0;46.66666667;40.0;6.666666667;0.0
2020_10_PARIS_EST_NANCY;2020;10;National;PARIS EST;NANCY;96;164;1;141;2.92801636;12;3.777300613;;6;51.31666667;4;2;66.66666667;25.0;0.0;8.333333333;0.0;0.0
2020_10_STRASBOURG_PARIS_EST;2020;10;National;STRASBOURG;PARIS EST;133;280;7;224;4.742735043;34;5.086996337;;24;44.42986111;14;7;26.47058824;32.35294118;17.64705882;20.58823529;2.941176471;0.0
2020_10_BORDEAUX_ST_JEAN_TOURCOING;2020;10;National;BORDEAUX ST JEAN;TOURCOING;315;24;2;9;7.90530303;2;11.59090909;;2;119.0;2;2;0.0;50.0;0.0;50.0;0.0;0.0
2020_10_PARIS_LYON_AVIGNON_TGV;2020;10;National;PARIS LYON;AVIGNON TGV;164;249;1;102;2.21875;35;3.85094086;;28;29.91011905;7;1;25.71428571;8.571428571;20.0;37.14285714;2.857142857;5.714285714
2020_10_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2020;10;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;131;104;0;56;1.205929487;6;3.190224359;;4;21.8;0;0;33.33333333;16.66666667;16.66666667;33.33333333;0.0;0.0
2020_10_PARIS_LYON_GRENOBLE;2020;10;National;PARIS LYON;GRENOBLE;184;152;0;60;0.991666667;23;5.286184211;;23;21.93478261;1;0;26.08695652;30.43478261;8.695652174;26.08695652;8.695652174;0.0
2020_10_NIMES_PARIS_LYON;2020;10;National;NIMES;PARIS LYON;180;160;1;144;7.61163522;35;9.979454927;;30;47.30611111;17;7;45.71428571;14.28571429;20.0;17.14285714;2.857142857;0.0
2020_10_PARIS_LYON_SAINT_ETIENNE_CHATEAUCREUX;2020;10;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;170;76;1;35;1.015111111;8;6.158222222;;6;52.54166667;5;1;37.5;12.5;0.0;50.0;0.0;0.0
2020_10_VALENCE_ALIXAN_TGV_PARIS_LYON;2020;10;National;VALENCE ALIXAN TGV;PARIS LYON;130;194;3;159;9.084729494;44;9.367888307;;35;43.79285714;20;5;29.54545455;6.818181818;31.81818182;29.54545455;2.272727273;0.0
2020_10_GENEVE_PARIS_LYON;2020;10;International;GENEVE;PARIS LYON;189;98;2;92;3.282986111;13;10.46302083;;13;60.23205128;10;6;11.11111111;44.44444444;11.11111111;33.33333333;0.0;0.0
2020_10_PARIS_LYON_LAUSANNE;2020;10;International;PARIS LYON;LAUSANNE;217;87;3;35;0.268055556;26;10.74900794;;25;28.064;7;1;8.0;56.0;20.0;12.0;4.0;0.0
2020_10_BARCELONA_PARIS_LYON;2020;10;International;BARCELONA;PARIS LYON;313;24;0;2;-2.030555556;4;7.281944444;;4;40.22916667;3;0;25.0;25.0;0.0;25.0;25.0;0.0
2020_10_MARSEILLE_ST_CHARLES_MADRID;2020;10;International;MARSEILLE ST CHARLES;MADRID;0;0;0;0;0.0;0;0.0;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_10_LE_MANS_PARIS_MONTPARNASSE;2020;10;National;LE MANS;PARIS MONTPARNASSE;61;273;8;245;6.047987421;75;6.52918239;;27;45.22098765;11;7;33.33333333;31.94444444;18.05555556;12.5;2.777777778;1.388888889
2020_10_POITIERS_PARIS_MONTPARNASSE;2020;10;National;POITIERS;PARIS MONTPARNASSE;98;284;3;166;2.334519573;53;3.031079478;;17;25.34722222;4;0;26.92307692;42.30769231;13.46153846;7.692307692;7.692307692;1.923076923
2020_10_RENNES_PARIS_MONTPARNASSE;2020;10;National;RENNES;PARIS MONTPARNASSE;103;404;16;319;4.960266323;80;5.846477663;;39;37.00791667;14;6;28.75;32.5;16.25;15.0;5.0;2.5
2020_10_ST_PIERRE_DES_CORPS_PARIS_MONTPARNASSE;2020;10;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;65;267;3;214;3.164962121;57;2.996212121;;15;31.23333333;3;2;24.56140351;24.56140351;28.07017544;14.03508772;5.263157895;3.50877193
2020_10_PARIS_MONTPARNASSE_VANNES;2020;10;National;PARIS MONTPARNASSE;VANNES;154;179;5;92;2.681034483;39;8.586206897;;26;43.19230769;16;3;41.02564103;17.94871795;15.38461538;17.94871795;2.564102564;5.128205128
2020_10_NANCY_PARIS_EST;2020;10;National;NANCY;PARIS EST;96;182;3;168;2.028119181;17;3.431005587;;7;44.89285714;4;2;31.25;25.0;31.25;6.25;6.25;0.0
2020_10_PARIS_NORD_ARRAS;2020;10;National;PARIS NORD;ARRAS;51;138;1;125;1.949026764;22;3.518126521;;7;52.49047619;5;3;28.57142857;28.57142857;23.80952381;19.04761905;0.0;0.0
2020_10_PARIS_NORD_DOUAI;2020;10;National;PARIS NORD;DOUAI;73;78;1;63;1.177705628;19;3.514069264;;2;42.475;1;1;16.66666667;11.11111111;38.88888889;22.22222222;11.11111111;0.0
2020_10_PARIS_NORD_DUNKERQUE;2020;10;National;PARIS NORD;DUNKERQUE;132;109;0;84;0.939755352;21;5.19266055;;15;25.86666667;4;0;33.33333333;23.80952381;33.33333333;4.761904762;4.761904762;0.0
2020_10_PARIS_NORD_LILLE;2020;10;National;PARIS NORD;LILLE;69;314;2;279;2.147702991;46;2.557211538;;16;36.215625;6;4;40.0;28.88888889;13.33333333;15.55555556;2.222222222;0.0
2020_10_LYON_PART_DIEU_LILLE;2020;10;National;LYON PART DIEU;LILLE;190;192;5;164;7.185204991;36;7.26942959;;26;39.418;13;3;27.77777778;13.88888889;33.33333333;22.22222222;0.0;2.777777778
2020_10_TOURCOING_BORDEAUX_ST_JEAN;2020;10;National;TOURCOING;BORDEAUX ST JEAN;297;22;0;4;0.58030303;3;5.185606061;;3;33.27222222;1;1;33.33333333;0.0;66.66666667;0.0;0.0;0.0
2020_10_MARNE_LA_VALLEE_LYON_PART_DIEU;2020;10;National;MARNE LA VALLEE;LYON PART DIEU;108;233;4;215;5.354075691;30;5.447379913;;20;43.33083333;11;3;50.0;13.33333333;13.33333333;16.66666667;6.666666667;0.0
2020_10_MARNE_LA_VALLEE_MARSEILLE_ST_CHARLES;2020;10;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;217;170;3;142;3.448003992;24;7.654091816;;24;40.71111111;12;4;54.16666667;12.5;16.66666667;12.5;4.166666667;0.0
2020_10_AIX_EN_PROVENCE_TGV_PARIS_LYON;2020;10;National;AIX EN PROVENCE TGV;PARIS LYON;187;299;4;266;7.64079096;47;8.003898305;;47;42.31312057;27;11;42.55319149;27.65957447;6.382978723;23.40425532;0.0;0.0
2020_10_BELLEGARDE_(AIN)_PARIS_LYON;2020;10;National;BELLEGARDE (AIN);PARIS LYON;164;95;2;71;3.831541219;15;9.603763441;;12;57.41388889;9;5;16.66666667;50.0;8.333333333;25.0;0.0;0.0
2020_10_PARIS_LYON_CHAMBERY_CHALLES_LES_EAUX;2020;10;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;177;113;2;57;0.941441441;19;6.175375375;;10;31.02833333;4;0;15.78947368;26.31578947;15.78947368;31.57894737;10.52631579;0.0
2020_10_PARIS_LYON_LE_CREUSOT_MONTCEAU_MONTCHANIN;2020;10;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;80;116;0;56;0.849856322;10;0.720689655;;2;28.69166667;1;0;70.0;10.0;10.0;10.0;0.0;0.0
2020_10_LE_CREUSOT_MONTCEAU_MONTCHANIN_PARIS_LYON;2020;10;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;82;138;1;117;5.860097324;29;3.694890511;;12;43.1969697;6;3;24.13793103;27.5862069;31.03448276;13.79310345;0.0;3.448275862
2020_10_PARIS_LYON_MARSEILLE_ST_CHARLES;2020;10;National;PARIS LYON;MARSEILLE ST CHARLES;198;366;5;142;1.947645429;57;7.382917821;;57;35.54766082;24;7;42.10526316;14.03508772;12.28070175;26.31578947;1.754385965;3.50877193
2020_10_PARIS_LYON_NIMES;2020;10;National;PARIS LYON;NIMES;179;156;0;75;0.484935897;14;3.476282051;;10;24.1;2;1;35.71428571;35.71428571;28.57142857;0.0;0.0;0.0
2020_10_PARIS_LYON_PERPIGNAN;2020;10;National;PARIS LYON;PERPIGNAN;306;137;1;75;1.189093137;15;3.917769608;;15;53.02666667;8;4;40.0;20.0;13.33333333;20.0;0.0;6.666666667
2020_10_PERPIGNAN_PARIS_LYON;2020;10;National;PERPIGNAN;PARIS LYON;310;142;2;65;2.56;29;11.13452381;;29;47.00344828;17;5;34.48275862;10.34482759;24.13793103;27.5862069;3.448275862;0.0
2020_10_SAINT_ETIENNE_CHATEAUCREUX_PARIS_LYON;2020;10;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;76;0;58;2.186403509;10;5.471491228;;7;40.3952381;2;2;40.0;0.0;20.0;30.0;10.0;0.0
2020_10_PARIS_LYON_VALENCE_ALIXAN_TGV;2020;10;National;PARIS LYON;VALENCE ALIXAN TGV;129;192;1;102;0.871553229;14;2.202006981;;8;25.31458333;2;0;14.28571429;35.71428571;21.42857143;14.28571429;7.142857143;7.142857143
2020_10_MARSEILLE_ST_CHARLES_LYON_PART_DIEU;2020;10;National;MARSEILLE ST CHARLES;LYON PART DIEU;107;280;9;164;5.04501845;69;10.41654367;;52;42.02724359;28;4;42.02898551;15.94202899;14.49275362;18.84057971;4.347826087;4.347826087
2020_10_MONTPELLIER_LYON_PART_DIEU;2020;10;National;MONTPELLIER;LYON PART DIEU;115;129;2;110;4.243569554;24;7.706430446;;17;42.29313725;11;3;29.16666667;16.66666667;25.0;25.0;0.0;4.166666667
2020_10_FRANCFORT_PARIS_EST;2020;10;International;FRANCFORT;PARIS EST;222;95;1;92;2.369680851;9;4.303900709;;9;27.55;3;0;22.22222222;22.22222222;44.44444444;0.0;11.11111111;0.0
2020_10_ITALIE_PARIS_LYON;2020;10;International;ITALIE;PARIS LYON;422;61;2;58;5.737288136;17;11.4319209;;17;32.57843137;8;2;35.29411765;11.76470588;29.41176471;23.52941176;0.0;0.0
2020_10_ZURICH_PARIS_LYON;2020;10;International;ZURICH;PARIS LYON;223;113;0;113;3.153687316;28;8.072566372;;24;25.39513889;4;0;14.28571429;14.28571429;42.85714286;10.71428571;17.85714286;0.0
2020_11_PARIS_MONTPARNASSE_BREST;2020;11;National;PARIS MONTPARNASSE;BREST;223;64;15;16;0.453741497;5;7.591836735;;5;57.6;2;1;40.0;60.0;0.0;0.0;0.0;0.0
2020_11_PARIS_MONTPARNASSE_LE_MANS;2020;11;National;PARIS MONTPARNASSE;LE MANS;57;189;21;30;-1.165277778;31;2.366765873;;3;20.66111111;0;0;10.0;26.66666667;40.0;20.0;0.0;3.333333333
2020_11_NANTES_PARIS_MONTPARNASSE;2020;11;National;NANTES;PARIS MONTPARNASSE;133;144;32;63;1.585565476;12;4.701041667;;9;30.78703704;2;1;16.66666667;33.33333333;33.33333333;8.333333333;0.0;8.333333333
2020_11_PARIS_MONTPARNASSE_QUIMPER;2020;11;National;PARIS MONTPARNASSE;QUIMPER;218;59;15;9;2.590909091;5;5.795454545;;5;40.4;3;1;40.0;20.0;0.0;40.0;0.0;0.0
2020_11_PARIS_MONTPARNASSE_RENNES;2020;11;National;PARIS MONTPARNASSE;RENNES;101;253;43;45;-0.446507937;18;1.766269841;;10;31.90555556;2;2;33.33333333;27.77777778;16.66666667;16.66666667;5.555555556;0.0
2020_11_ST_MALO_PARIS_MONTPARNASSE;2020;11;National;ST MALO;PARIS MONTPARNASSE;167;34;4;19;0.474444444;7;6.111666667;;6;21.46111111;0;0;28.57142857;42.85714286;0.0;14.28571429;0.0;14.28571429
2020_11_PARIS_MONTPARNASSE_ST_PIERRE_DES_CORPS;2020;11;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;62;191;25;31;-0.154819277;24;1.830722892;;3;22.69444444;1;0;8.695652174;39.13043478;21.73913043;13.04347826;8.695652174;8.695652174
2020_11_LILLE_MARSEILLE_ST_CHARLES;2020;11;National;LILLE;MARSEILLE ST CHARLES;291;26;13;4;6.491025641;5;30.81025641;;5;76.63333333;5;3;40.0;40.0;0.0;20.0;0.0;0.0
2020_11_BORDEAUX_ST_JEAN_TOURCOING;2020;11;National;BORDEAUX ST JEAN;TOURCOING;315;5;1;1;4.5375;0;0.5;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_11_TOURCOING_BORDEAUX_ST_JEAN;2020;11;National;TOURCOING;BORDEAUX ST JEAN;297;2;1;0;0.0;0;1.483333333;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_11_AIX_EN_PROVENCE_TGV_PARIS_LYON;2020;11;National;AIX EN PROVENCE TGV;PARIS LYON;186;95;15;60;3.257083333;7;7.841041667;;7;89.78571429;6;2;71.42857143;14.28571429;14.28571429;0.0;0.0;0.0
2020_11_ANNECY_PARIS_LYON;2020;11;National;ANNECY;PARIS LYON;245;45;6;2;1.333333333;1;1.814529915;;1;20.45;0;0;0.0;0.0;100.0;0.0;0.0;0.0
2020_11_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2020;11;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;128;41;8;11;0.293434343;2;3.822222222;;0;0.0;0;0;0.0;0.0;0.0;100.0;0.0;0.0
2020_11_CHAMBERY_CHALLES_LES_EAUX_PARIS_LYON;2020;11;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;189;75;5;55;5.915238095;10;5.878095238;;8;30.58571429;2;0;30.0;40.0;30.0;0.0;0.0;0.0
2020_11_DIJON_VILLE_PARIS_LYON;2020;11;National;DIJON VILLE;PARIS LYON;101;85;19;63;6.028535354;8;3.325;;5;32.77333333;3;0;0.0;62.5;25.0;0.0;12.5;0.0
2020_11_PARIS_LYON_GRENOBLE;2020;11;National;PARIS LYON;GRENOBLE;181;43;9;11;0.655882353;2;3.279411765;;2;24.0;0;0;0.0;50.0;0.0;50.0;0.0;0.0
2020_11_PARIS_LYON_LYON_PART_DIEU;2020;11;National;PARIS LYON;LYON PART DIEU;121;170;23;25;0.221768707;10;2.356575964;;6;41.12777778;3;1;10.0;20.0;10.0;50.0;10.0;0.0
2020_11_PARIS_LYON_MARSEILLE_ST_CHARLES;2020;11;National;PARIS LYON;MARSEILLE ST CHARLES;199;136;19;19;0.287321937;14;8.227492877;;14;60.42261905;12;4;35.71428571;42.85714286;7.142857143;14.28571429;0.0;0.0
2020_11_MONTPELLIER_PARIS_LYON;2020;11;National;MONTPELLIER;PARIS LYON;208;99;10;53;3.70917603;5;2.904307116;;5;57.8;3;2;80.0;20.0;0.0;0.0;0.0;0.0
2020_11_PERPIGNAN_PARIS_LYON;2020;11;National;PERPIGNAN;PARIS LYON;306;41;9;18;2.220833333;3;4.78125;;3;35.38333333;1;1;66.66666667;0.0;33.33333333;0.0;0.0;0.0
2020_11_SAINT_ETIENNE_CHATEAUCREUX_PARIS_LYON;2020;11;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;185;10;4;4;1.180555556;0;4.052777778;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_11_FRANCFORT_PARIS_EST;2020;11;International;FRANCFORT;PARIS EST;220;74;7;60;2.541044776;7;4.020646766;;7;29.34285714;2;0;28.57142857;28.57142857;42.85714286;0.0;0.0;0.0
2020_11_PARIS_EST_STUTTGART;2020;11;International;PARIS EST;STUTTGART;161;34;2;20;-7.686979167;5;6.2125;;5;23.39;0;0;40.0;0.0;20.0;20.0;20.0;0.0
2020_11_PARIS_LYON_ITALIE;2020;11;International;PARIS LYON;ITALIE;431;26;1;15;0.648666667;6;23.54;;6;102.1666667;6;3;33.33333333;50.0;16.66666667;0.0;0.0;0.0
2020_11_BARCELONA_PARIS_LYON;2020;11;International;BARCELONA;PARIS LYON;313;25;0;2;-4.618666667;3;10.28;;3;73.99444444;2;2;100.0;0.0;0.0;0.0;0.0;0.0
2020_11_PARIS_MONTPARNASSE_ANGERS_SAINT_LAUD;2020;11;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;92;137;28;25;0.101529052;16;4.347247706;;6;25.57777778;3;0;12.5;62.5;12.5;0.0;6.25;6.25
2020_11_PARIS_MONTPARNASSE_ANGOULEME;2020;11;National;PARIS MONTPARNASSE;ANGOULEME;133;107;12;24;-0.051403509;9;4.52122807;;7;54.31190476;4;2;11.11111111;44.44444444;11.11111111;33.33333333;0.0;0.0
2020_11_ANGOULEME_PARIS_MONTPARNASSE;2020;11;National;ANGOULEME;PARIS MONTPARNASSE;127;95;10;63;3.789607843;19;6.794901961;;11;31.52272727;5;0;10.52631579;42.10526316;31.57894737;10.52631579;5.263157895;0.0
